Time,T,Lat,Lon,Image Time,Image T,MODIS
2021-10-19 01:04:41+08:00,7.1632,53.163219,108.252213,2021-10-19 01:12:00+08:00,6.910000000000025,MOD21_Aqua_day
2024-06-09 00:55:00+08:00,2.53229,55.09248,109.4822,2024-06-09 01:04:00+08:00,-0.3499999999999659,MOD21_Terra_day
2024-08-05 00:48:00+08:00,19.2814,53.58863,108.12417,2024-08-05 00:58:00+08:00,20.29000000000002,MOD21_Terra_day
2021-07-26 01:04:44+08:00,16.8109,51.497967,104.328453,2021-07-26 01:10:00+08:00,18.19000000000005,MOD21_Aqua_day
2024-06-04 00:54:00+08:00,2.798778,52.47447,106.1168,2024-06-04 01:04:00+08:00,2.7700000000000387,MOD21_Terra_day
2022-09-27 01:06:19+08:00,8.8955,55.367878,109.305916,2022-09-27 01:00:00+08:00,8.350000000000023,MOD21_Terra_day
2022-06-12 01:02:51+08:00,3.0302,53.461109,107.66758,2022-06-12 01:13:00+08:00,3.470000000000028,MOD21_Aqua_day
2021-08-14 01:04:05+08:00,15.2521,53.480228,108.655281,2021-08-14 01:13:00+08:00,17.610000000000014,MOD21_Aqua_day
2022-10-01 01:13:08+08:00,9.3431,53.035488,106.924934,2022-10-01 01:16:00+08:00,10.090000000000032,MOD21_Aqua_day
2024-05-31 00:55:00+08:00,2.8283,51.52687,104.2383,2024-05-31 00:58:00+08:00,5.050000000000011,MOD21_Terra_day
2021-06-04 01:01:22+08:00,2.8468,51.75333,104.961838,2021-06-04 01:11:00+08:00,4.310000000000002,MOD21_Terra_day
2022-06-10 01:06:52+08:00,3.3118,55.574413,109.595818,2022-06-10 01:14:00+08:00,4.890000000000043,MOD21_Aqua_day
2024-06-08 01:10:00+08:00,2.232333,54.31732,108.75,2024-06-08 01:19:00+08:00,3.230000000000018,MOD21_Aqua_day
2021-06-04 01:01:22+08:00,2.8468,51.75333,104.961838,2021-06-04 01:12:00+08:00,3.2900000000000205,MOD21_Aqua_day
2024-08-05 01:05:00+08:00,19.34825,53.55021,108.12407,2024-08-05 01:20:00+08:00,19.850000000000023,MOD21_Aqua_day
2022-07-30 01:11:21+08:00,10.9919,51.775574,105.378242,2022-07-30 01:12:00+08:00,12.710000000000036,MOD21_Aqua_day
2022-09-21 01:07:06+08:00,7.674,51.790424,104.825294,2022-09-21 01:12:00+08:00,8.550000000000011,MOD21_Aqua_day
2022-06-02 01:05:58+08:00,3.0055,51.792725,104.800766,2022-06-02 01:09:00+08:00,3.590000000000032,MOD21_Aqua_day
2024-07-31 01:12:00+08:00,19.3573,53.89621,109.16858,2024-07-31 01:19:00+08:00,20.590000000000032,MOD21_Aqua_day
2024-09-29 01:02:00+08:00,10.99,55.69229,109.90056,2024-09-29 01:16:00+08:00,10.250000000000057,MOD21_Aqua_day
2021-06-10 00:52:44+08:00,1.9945,54.387981,109.364166,2021-06-10 01:07:00+08:00,3.5300000000000296,MOD21_Terra_day
